id,dex_number,region,slug,description,credit,enabled,catchable,abundance,gender_rate,has_gender_differences,name.ja,name.ja_r,name.ja_t,name.en,name.en2,name.de,name.fr,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
10179,875,galar,eiscue-noice,"If you lick the ice covering its face, you’ll find it has a faintly salty taste. This species rode here on ocean currents from a cold, faraway land.",,,,,4,0,,,,Noice Face Eiscue,,,,Ice,,,,,,14,890,,,75,80,70,65,50,130,,,,,
10180,876,galar,indeedee-female,"In search of happy feelings—such as joy and gratitude—Indeedee bustles around, taking diligent care of people and other Pokémon.",,,,,8,0,,,,Female Indeedee,,,,Psychic,Normal,,,,,9,28,,,70,55,65,95,105,85,,,,,
10181,888,galar,zacian-crowned,"Able to cut down anything with a single strike, it became known as the Fairy King’s Sword, and it inspired awe in friend and foe alike.",,,,,-1,0,,,,Crowned Zacian,,,,Fairy,Steel,,1,,,28,3550,,,92,170,115,80,115,148,,,,,
10182,889,galar,zamazenta-crowned,"Now that it’s equipped with its shield, it can shrug off impressive blows, including the attacks of Dynamax Pokémon.",,,,,-1,0,,,,Crowned Zamazenta,,,,Fighting,Steel,,1,,,29,7850,,,92,130,145,80,145,128,,,,,
10183,892,galar,urshifu-rapid-strike,"This form of Urshifu is a strong believer in defeating foes by raining many blows down on them. Its strikes are nonstop, flowing like a river.",,1,1,6,1,0,れんげきウーラオス,Rengekiūraosu,,Rapid Strike Urshifu,,,,Fighting,Water,,1,,,19,1050,,891,100,130,100,63,60,97,,,,1,
10184,898,galar,calyrex-ice,It’s said that this Pokémon once moved a large forest—and all the Pokémon living there—to a new location overnight.,,,,,-1,0,,,,Ice Rider Calyrex,,,,Psychic,Ice,,1,,,24,8091,,,100,165,150,85,130,50,,,,,
10185,898,galar,calyrex-shadow,"Legend says that by using its power to see all events from past to future, this Pokémon saved the creatures of a forest from a meteorite strike.",,,,,-1,0,,,,Shadow Rider Calyrex,,,,Psychic,Ghost,,1,,,24,536,,,100,85,80,165,100,150,,,,,
10186,3,kanto,venusaur-gmax,Huge amounts of pollen burst from it with the force of a volcanic eruption. Breathing in too much of the pollen can cause fainting.,,1,,,1,0,,,,Gigantamax Venusaur,,,,Grass,Poison,,,,,240,10000,,,80,82,83,100,100,80,,,,,
10187,6,kanto,charizard-gmax,"The flame inside its body burns hotter than 3,600 degrees Fahrenheit. When Charizard roars, that temperature climbs even higher.",,1,,,1,0,,,,Gigantamax Charizard,,,,Fire,Flying,,,,,280,10000,,,78,84,78,109,85,100,,,,,
10188,9,kanto,blastoise-gmax,Water fired from this Pokémon's central main cannon has enough power to blast a hole into a mountain.,,1,,,1,0,,,,Gigantamax Blastoise,,,,Water,,,,,,250,10000,,,79,83,100,85,105,78,,,,,
10189,12,kanto,butterfree-gmax,"Once it has opponents trapped in a tornado that could blow away a 10-ton truck, it finishes them off with its poisonous scales.",,1,,,4,0,,,,Gigantamax Butterfree,,,,Bug,Flying,,,,,170,10000,,,60,45,50,90,80,70,,,,,
10190,25,kanto,pikachu-gmax,"When it smashes its opponents with its bolt- shaped tail, it delivers a surge of electricity equivalent to a lightning strike.",,1,,,4,0,,,,Gigantamax Pikachu,,,,Electric,,,,,,210,10000,,,35,55,40,50,50,90,,,,,
10191,52,kanto,meowth-gmax,Its body has grown incredibly long and the coin on its forehead has grown incredibly large—all thanks to Gigantamax power.,,1,,,4,0,,,,Gigantamax Meowth,,,,Normal,,,,,,330,10000,,,40,45,35,40,40,90,,,,,
10192,68,kanto,machamp-gmax,One of these Pokémon once used its immeasurable strength to lift a large ship that was in trouble. It then carried the ship to port.,,1,,,2,0,,,,Gigantamax Machamp,,,,Fighting,,,,,,250,10000,,,90,130,80,65,85,55,,,,,
10193,94,kanto,gengar-gmax,"It lays traps, hoping to steal the lives of those it catches. If you stand in front of its mouth, you’ll hear your loved ones’ voices calling out to you.",,1,,,4,0,,,,Gigantamax Gengar,,,,Ghost,Poison,,,,,200,10000,,,60,65,60,130,75,110,,,,,
10194,99,kanto,kingler-gmax,The bubbles it spews out are strongly alkaline. Any opponents hit by them will have their bodies quickly melted away.,,1,,,4,0,,,,Gigantamax Kingler,,,,Water,,,,,,190,10000,,,55,130,115,50,50,75,,,,,
10195,131,kanto,lapras-gmax,It surrounds itself with a huge ring of gathered ice particles. It uses the ring to smash any icebergs that might impede its graceful swimming.,,1,,,4,0,,,,Gigantamax Lapras,,,,Water,Ice,,,,,240,10000,,,130,85,80,85,95,60,,,,,
10196,133,kanto,eevee-gmax,"Having gotten even friendlier and more innocent, Eevee tries to play with anyone around, only to end up crushing them with its immense body.",,1,,,1,0,,,,Gigantamax Eevee,,,,Normal,,,,,,180,10000,,,55,55,50,45,65,55,,,,,
10197,143,kanto,snorlax-gmax,"Terrifyingly strong, this Pokémon is the size of a mountain—and moves about as much as one as well.",,1,,,1,0,,,,Gigantamax Snorlax,,,,Normal,,,,,,350,10000,,,160,110,65,65,110,30,,,,,
10198,569,unova,garbodor-gmax,"It sprays toxic gas from its mouth and fingers. If the gas engulfs you, the toxins will seep in all the way down to your bones.",,1,,,4,0,,,,Gigantamax Garbodor,,,,Poison,,,,,,210,10000,,,80,95,82,60,82,75,,,,,
10199,809,alola,melmetal-gmax,It can send electric beams streaking out from the hole in its belly. The beams’ tremendous energy can vaporize an opponent in one shot.,,1,,,-1,0,,,,Gigantamax Melmetal,,,,Steel,,1,,,,250,10000,,,135,143,143,80,65,34,,,,,
10200,812,galar,rillaboom-gmax,Rillaboom has become one with its forest of drums and continues to lay down beats that shake all of Galar.,,1,,,1,0,,,,Gigantamax Rillaboom,,,,Grass,,,,,,280,10000,,,100,125,90,60,70,85,,,,,
10201,815,galar,cinderace-gmax,Gigantamax energy can sometimes cause the diameter of this Pokémon’s fireball to exceed 300 feet.,,1,,,1,0,,,,Gigantamax Cinderace,,,,Fire,,,,,,270,10000,,,80,116,75,65,75,119,,,,,
10202,818,galar,inteleon-gmax,It has excellent sniping skills. Shooting a berry rolling along over nine miles away is a piece of cake for this Pokémon.,,1,,,1,0,,,,Gigantamax Inteleon,,,,Water,,,,,,400,10000,,,70,85,65,125,65,120,,,,,
10203,823,galar,corviknight-gmax,"The eight feathers on its back are called blade birds, and they can launch off its body to attack foes independently.",,1,,,4,0,,,,Gigantamax Corviknight,,,,Flying,Steel,,,,,140,10000,,,98,87,105,53,85,67,,,,,
10204,826,galar,orbeetle-gmax,"If it were to utilize every last bit of its power, it could control the minds of every living being in its vicinity.",,1,,,4,0,,,,Gigantamax Orbeetle,,,,Bug,Psychic,,,,,140,10000,,,60,45,110,80,120,90,,,,,
10205,834,galar,drednaw-gmax,"In the Galar region, there’s a tale about this Pokémon chewing up a mountain and using the rubble to stop a flood.",,1,,,4,0,,,,Gigantamax Drednaw,,,,Water,Rock,,,,,240,10000,,,90,115,90,48,68,74,,,,,
10206,839,galar,coalossal-gmax,"When Galar was hit by a harsh cold wave, this Pokémon served as a giant heating stove and saved many lives.",,1,,,4,0,,,,Gigantamax Coalossal,,,,Rock,Fire,,,,,420,10000,,,110,80,120,80,90,30,,,,,
10207,841,galar,flapple-gmax,"If it stretches its neck, the strong aroma of its nectar pours out. The scent is so sickeningly sweet that one whiff makes other Pokémon faint.",,1,,,4,0,,,,Gigantamax Flapple,,,,Grass,Dragon,,,,,240,10000,,,70,110,80,95,60,70,,,,,
10208,842,galar,appletun-gmax,"Due to Gigantamax energy, this Pokémon’s nectar has thickened. The increased viscosity lets the nectar absorb more damage than before.",,1,,,4,0,,,,Gigantamax Appletun,,,,Grass,Dragon,,,,,240,10000,,,110,85,80,100,80,30,,,,,
10209,844,galar,sandaconda-gmax,Sand swirls around its body with such speed and power that it could pulverize a skyscraper.,,1,,,4,0,,,,Gigantamax Sandaconda,,,,Ground,,,,,,220,10000,,,72,107,125,65,70,71,,,,,
10210,849,galar,toxtricity-amped-gmax,"Out of control after its own poison penetrated its brain, it tears across the land in a rampage, contaminating the earth with toxic sweat.",,1,,,4,0,,,,Gigantamax Amped Toxtricity,,,,Electric,Poison,,,,,240,10000,,,75,98,70,114,70,75,,,,,
10211,851,galar,centiskorch-gmax,The heat that comes off a Gigantamax Centiskorch may destabilize air currents. Sometimes it can even cause storms.,,1,,,4,0,,,,Gigantamax Centiskorch,,,,Fire,Bug,,,,,750,10000,,,100,115,65,90,90,65,,,,,
10212,858,galar,hatterene-gmax,Beams like lightning shoot down from its tentacles. It’s known to some as the Raging Goddess.,,1,,,8,0,,,,Gigantamax Hatterene,,,,Psychic,Fairy,,,,,260,10000,,,57,90,95,136,103,29,,,,,
10213,861,galar,grimmsnarl-gmax,"Gigantamax energy has caused more hair to sprout all over its body. With the added strength, it can jump over the world’s tallest building.",,1,,,0,0,,,,Gigantamax Grimmsnarl,,,,Dark,Fairy,,,,,320,10000,,,95,120,65,95,75,60,,,,,
10214,869,galar,alcremie-gmax,"It launches swarms of missiles, each made of cream and loaded with 100,000 kilocalories. Get hit by one of these, and your head will swim.",,1,,,8,0,,,,Gigantamax Alcremie,,,,Fairy,,,,,,300,10000,,,65,60,75,110,121,64,,,,,
10215,879,galar,copperajah-gmax,"After this Pokémon has Gigantamaxed, its massive nose can utterly demolish large structures with a single smashing blow.",,1,,,4,0,,,,Gigantamax Copperajah,,,,Steel,,,,,,230,10000,,,122,130,69,80,69,30,,,,,
10216,884,galar,duraludon-gmax,"The hardness of its cells is exceptional, even among Steel types. It also has a body structure that’s resistant to earthquakes.",,1,,,4,0,,,,Gigantamax Duraludon,,,,Steel,Dragon,,,,,430,10000,,,70,95,115,120,50,85,,,,,
10217,890,galar,eternatus-eternamax,"Infinite amounts of energy pour from this Pokémon’s enlarged core, warping the surrounding space-time.",,1,,,-1,0,,,,Eternamax Eternatus,,,,Poison,Dragon,,1,,,1000,10000,,,255,115,250,125,250,130,,,,,
10218,892,galar,urshifu-single-strike-gmax,The energy released by this Pokémon’s fists forms shock waves that can blow away Dynamax Pokémon in just one hit.,,1,,,1,0,,,,Gigantamax Single Strike Urshifu,,,,Fighting,Dark,,1,,,290,10000,,,100,130,100,63,60,97,,,,,
10219,892,galar,urshifu-rapid-strike-gmax,All it takes is a glare from this Pokémon to take the lives of those with evil in their hearts—or so they say.,,1,,,1,0,,,,Gigantamax Rapid Strike Urshifu,,,,Fighting,Water,,1,,,260,10000,,,100,130,100,63,60,97,,,,,
10220,849,galar,toxtricity-low-key-gmax,"Out of control after its own poison penetrated its brain, it tears across the land in a rampage, contaminating the earth with toxic sweat.",,1,,,4,0,,,,Gigantamax Low Key Toxtricity,,,,Electric,Poison,,,,,240,10000,,,75,98,70,114,70,75,,,,,
10221,58,hisui,growlithe-hisui,They patrol their territory in pairs. I believe the igneous rock components in the fur of this species are the result of volcanic activity in its habitat.,,1,2,24,2,0,,,,Hisuian Growlithe,,,,Fire,Rock,,,,,8,227,10222,,60,75,45,65,50,55,,,,,
10222,59,hisui,arcanine-hisui,"Snaps at its foes with fangs cloaked in blazing flame. Despite its bulk, it deftly feints every which way, leading opponents on a deceptively merry chase as it all but dances around them.",,1,2,12,2,0,,,,Hisuian Arcanine,,,,Fire,Rock,,,,,20,1680,,10221,95,115,80,95,80,90,,,,,
10223,100,hisui,voltorb-hisui,"An enigmatic Pokémon that happens to bear a resemblance to a Poké Ball. When excited, it discharges the electric current it has stored in its belly, then lets out a great, uproarious laugh.",,1,1,24,-1,0,,,,Hisuian Voltorb,,,,Electric,Grass,,,,,5,130,10224,,40,30,50,55,55,100,,,,,
10224,101,hisui,electrode-hisui,"The tissue on the surface of its body is curiously similar in composition to an Apricorn. When irritated, this Pokémon lets loose an electric current equal to 20 lightning bolts.",,1,1,12,-1,0,,,,Hisuian Electrode,,,,Electric,Grass,,,,,12,710,,10223,60,50,70,80,80,150,,,,,
10225,157,hisui,typhlosion-hisui,"Said to purify lost, forsaken souls with its flames and guide them to the afterlife. I believe its form has been influenced by the energy of the sacred mountain towering at Hisui’s center.",,1,1,12,1,0,,,,Hisuian Typhlosion,,,,Fire,Ghost,,,,,16,698,,,73,84,78,119,85,95,,,,,
10226,211,hisui,qwilfish-hisui,"Fishers detest this troublesome Pokémon because it sprays poison from its spines, getting it everywhere. A different form of Qwilfish lives in other regions.",,1,4,12,4,0,,,,Hisuian Qwilfish,,,,Dark,Poison,,,,,5,39,904,,65,95,85,55,55,85,,,,,
10227,215,hisui,sneasel-hisui,"Its sturdy, curved claws are ideal for traversing precipitous cliffs. From the tips of these claws drips a venom that infiltrates the nerves of any prey caught in Sneasel’s grasp.",,1,1,24,4,0,,,,Hisuian Sneasel,,,,Fighting,Poison,,,,,9,270,903,,55,95,55,35,75,115,,,,,
10228,503,hisui,samurott-hisui,"Hard of heart and deft of blade, this rare form of Samurott is a product of the Pokémon’s evolution in the region of Hisui. Its turbulent blows crash into foes like ceaseless pounding waves.",,1,1,12,1,0,,,,Hisuian Samurott,,,,Water,Dark,,,,,15,582,,,90,108,80,100,65,85,,,,,
10229,549,hisui,lilligant-hisui,I suspect that its well-developed legs are the result of a life spent on mountains covered in deep snow. The scent it exudes from its flower crown heartens those in proximity.,,1,1,12,8,0,,,,Hisuian Lilligant,,,,Grass,Fighting,,,,,12,192,,,70,105,75,50,75,105,,,,,
10230,570,hisui,zorua-hisui,"A once-departed soul, returned to life in Hisui. Derives power from resentment, which rises as energy atop its head and takes on the forms of foes. In this way, Zorua vents lingering malice.",,1,1,24,1,0,,,,Hisuian Zorua,,,,Normal,Ghost,,,,,7,125,10231,,35,60,40,85,40,70,,,,,
10231,571,hisui,zoroark-hisui,"With its disheveled white fur, it looks like an embodiment of death. Heedless of its own safety, Zoroark attacks its nemeses with a bitter energy so intense, it lacerates Zoroark’s own body.",,1,1,12,1,0,,,,Hisuian Zoroark,,,,Normal,Ghost,,,,,16,730,,10230,55,100,60,125,60,110,,,,,
10232,628,hisui,braviary-hisui,"Screaming a bloodcurdling battle cry, this huge and ferocious bird Pokémon goes out on the hunt. It blasts lakes with shock waves, then scoops up any prey that float to the water’s surface.",,1,3,12,0,0,,,,Hisuian Braviary,,,,Psychic,Flying,,,,,17,434,,,110,83,70,112,70,65,,,,,
10233,705,hisui,sliggoo-hisui,A creature given to melancholy. I suspect its metallic shell developed as a result of the mucus on its skin reacting with the iron in Hisui’s water.,,1,1,24,4,0,,,,Hisuian Sliggoo,,,,Steel,Dragon,,,,,7,685,10234,,58,75,83,83,113,40,,,,,
10234,706,hisui,goodra-hisui,Able to freely control the hardness of its metallic shell. It loathes solitude and is extremely clingy—it will fume and run riot if those dearest to it ever leave its side.,,1,1,8,4,0,,,,Hisuian Goodra,,,,Steel,Dragon,,,,,17,3341,,10233,80,100,100,110,150,60,,,,,
10235,713,hisui,avalugg-hisui,"The armor of ice covering its lower jaw puts steel to shame and can shatter rocks with ease. This Pokémon barrels along steep mountain paths, cleaving through the deep snow.",,1,1,12,4,0,,,,Hisuian Avalugg,,,,Ice,Rock,,,,,14,2624,,,95,127,184,34,36,38,,,,,
10236,724,hisui,decidueye-hisui,The air stored inside the rachises of Decidueye’s feathers insulates the Pokémon against Hisui’s extreme cold. This is firm proof that evolution can be influenced by environment.,,1,1,12,1,0,,,,Hisuian Decidueye,,,,Grass,Fighting,,,,,16,370,,,88,112,80,95,95,60,,,,,
10237,484,sinnoh,palkia-origin,It soars across the sky in a form that greatly resembles the creator of all things. Perhaps this imitation of appearance is Palkia’s strategy for gaining Arceus’s powers.,,1,,,-1,0,,,,Origin Palkia,,,,Water,Dragon,,1,,,63,6590,,,90,100,100,150,120,120,,,,1,
10238,483,sinnoh,dialga-origin,Radiant light caused Dialga to take on a form bearing a striking resemblance to the creator Pokémon. Dialga now wields such colossal strength that one must conclude this is its true form.,,1,,,-1,0,,,,Origin Dialga,,,,Steel,Dragon,,1,,,70,8487,,,100,100,120,150,120,90,,,,1,
10239,25,kanto,pikachu-starter,This Pikachu wears its partner’s cap—proof of the strong bond Pikachu and its partner formed as the two overcame many hardships together.,,,,,4,0,,,,Partner Pikachu,,Partner Pikachu,Pikachu Partenaire,Electric,,,,,,4,60,26 10100,172,45,80,50,75,60,120,,,,,
10240,133,kanto,eevee-starter,,,,,,1,0,,,,Partner Eevee,,Partner Evoli,Évoli Partenaire,Normal,,,,,,3,65,134 135 136 196 197 470 471 700,,65,75,70,65,85,75,,,,,
10241,25,kanto,pikachu-world-cap,This Pikachu wears its partner’s cap—proof of the strong bond Pikachu and its partner formed during adventures across the world.,,,,,0,0,ワールドキャップ,,,World Cap Pikachu,,Pikachu (Weltreise-Kappe),Pikachu Casquette Monde,Electric,,,,,,4,60,26 10100,172,35,55,40,50,50,90,,,,,
10242,718,kalos,zygarde-10,"Born when around 10% of Zygarde’s cells have been gathered from all over, this form is skilled in close-range combat.",,,,,-1,0,１０％フォルム,,,10% Zygarde,,Zygarde (10%),Zygarde Forme 10 %,Dragon,Ground,,1,,,12,335,,,54,100,71,61,85,115,,,,,
10243,845,galar,cramorant-gulping,The slightest shock is sometimes enough to get this Pokémon to spit out the Arrokuda lodged in its throat.,,,,,4,0,うのみのすがた,,,Gulping Cramorant,,Urgl (Schlingend),Nigosier Forme Gobe-Tout,Flying,Water,,,,,8,180,,,70,85,55,85,95,85,,,,,
10244,845,galar,cramorant-gorging,"The half-swallowed Pikachu is so startled that it isn’t struggling yet, but it’s still looking for a chance to strike back.",,,,,4,0,まるのみのすがた,,,Gorging Cramorant,,Urgl (Stopfend),Nigosier Forme Gobe-Chu,Flying,Water,,,,,8,180,,,70,85,55,85,95,85,,,,,
10245,877,galar,morpeko-hangry,"Hunger hormones affect its temperament. Until its hunger is appeased, it gets up to all manner of evil deeds.",,,,,4,0,はらぺこもよう,,,Hangry Morpeko,,Morpeko (Kohldampf),Morpeko Mode Affamé,Electric,Dark,,,,,3,30,,,58,95,58,70,58,97,,,,,
10246,893,galar,zarude-dada,This Zarude’s special strength stems from its love and care for an orphaned human child that the Pokémon has raised since the child’s infancy.,,,,12,-1,0,とうちゃん,,,Dada Zarude,,Papa Zarude,Zarude Papa,Dark,Grass,1,,,,18,700,,,105,120,105,70,95,105,,,,,
10247,550,unova,basculin-white-striped,"Though it differs from other Basculin in several respects, including demeanor—this one is gentle—I have categorized it as a regional form given the vast array of shared qualities.",,,,,4,0,しろすじのすがた,,,White-Striped Basculin,,Weißliniges Barschuft,Basculin Blanc,Water,,,,,,10,180,902 10248,,70,92,65,80,55,98,,,,,
